Name,Age,Experience (Years),Education Level,Hours Worked per week,Projects Completed,Performance Category
Ali Khan,44,7,Master,5,13,Good
Hassan Shah,46,0,Bachelor,8,2,Average
Usman Raza,42,16,High School,7,14,Good
Ali Khan,45,11,High School,4,0,Poor
Amna Chaudhry,46,3,Bachelor,7,18,Good
Usman Butt,53,12,PhD,8,0,Low
Ali Qureshi,53,30,Bachelor,6,12,Average
Usman Malik,26,6,Bachelor,9,7,Outstanding
Ayesha Khan,57,22,High School,5,17,Poor
Ali Malik,37,23,Master,5,2,Average
Zain Raza,54,4,Master,8,17,Poor
Zain Raza,42,4,Master,4,19,Excellent
Ahmed Ashraf,30,16,Master,7,8,Good
Usman Malik,27,29,Bachelor,9,5,Good
Ahmed Qureshi,56,8,High School,6,19,Average
Zain Ashraf,43,5,Bachelor,4,1,Average
Fatima Sheikh,26,24,Master,9,3,Poor
Amna Chaudhry,44,18,Master,9,17,Average
Sara Iqbal,38,15,Bachelor,8,6,Average
Zain Malik,33,20,Master,8,10,Good
Ali Chaudhry,44,1,Master,5,4,Low
Usman Iqbal,37,9,Master,6,7,Low
Sara Raza,24,15,Bachelor,4,10,Low
Ayesha Sheikh,51,14,Master,5,19,Average
Amna Khan,43,12,Bachelor,6,19,Low
Ali Raza,30,12,Master,7,14,Low
Amna Butt,50,31,PhD,7,2,Poor
Fatima Chaudhry,58,7,Bachelor,5,6,Excellent
Ahmed Butt,44,17,Master,4,7,Low
Ali Sheikh,34,25,Master,6,10,Good
Fatima Shah,53,9,High School,7,9,Average
Bilal Raza,44,30,Bachelor,7,19,Average
Amna Raza,38,32,High School,4,8,Poor
Bilal Malik,42,28,PhD,5,14,Average
Fatima Malik,23,4,Master,8,19,Average
Hassan Malik,58,12,High School,9,4,Poor
Amna Sheikh,27,0,High School,6,14,Excellent
Hassan Ashraf,39,22,Bachelor,7,3,Average
Ayesha Iqbal,51,2,Bachelor,9,4,Low
Usman Malik,43,2,High School,9,14,Average
Fatima Butt,54,6,Bachelor,8,16,Average
Ali Shah,51,34,Bachelor,9,7,Good
Ayesha Butt,38,14,High School,4,18,Average
Zain Qureshi,53,2,Master,5,8,Poor
Hassan Raza,35,28,PhD,6,9,Low
Amna Shah,31,29,Master,4,4,Average
Ayesha Shah,57,17,Master,5,9,Average
Sara Malik,55,10,Bachelor,4,0,Average
Hassan Ashraf,30,0,Bachelor,7,3,Good
Ahmed Khan,49,28,Bachelor,7,4,Good
Hassan Malik,32,9,Master,8,6,Average
Bilal Butt,35,27,PhD,4,4,Excellent
Amna Malik,40,30,Master,9,19,Poor
Ali Sheikh,36,18,Master,7,7,Average
Bilal Shah,49,2,Master,5,16,Excellent
Zain Malik,45,14,Bachelor,8,0,Average
Ahmed Malik,29,32,Bachelor,9,17,Average
Fatima Raza,30,25,High School,6,11,Low
Fatima Raza,54,15,High School,4,2,Good
Zain Shah,54,32,Master,7,19,Average
Ali Raza,40,19,Bachelor,9,13,Good
Bilal Butt,24,12,Bachelor,5,15,Low
Ayesha Chaudhry,31,32,Bachelor,4,17,Poor
Zain Qureshi,22,4,Bachelor,5,9,Average
Bilal Ashraf,50,13,Bachelor,8,14,Average
Hassan Chaudhry,55,26,Bachelor,7,9,Excellent
Bilal Butt,34,22,Bachelor,7,0,Excellent
Amna Qureshi,22,13,Master,8,18,Average
Ahmed Butt,55,3,Bachelor,5,1,Poor
Ali Malik,50,18,Master,4,12,Low
Ayesha Butt,34,3,Master,5,15,Average
Hassan Raza,50,29,Master,4,7,Low
Ahmed Khan,45,18,Master,9,2,Good
Ali Khan,47,30,Bachelor,8,18,Poor
Ali Butt,38,30,High School,6,13,Good
Usman Sheikh,28,8,Bachelor,4,10,Good
Bilal Chaudhry,34,12,Bachelor,7,11,Average
Fatima Sheikh,26,13,PhD,9,10,Good
Ayesha Chaudhry,47,9,Master,7,10,Good
Zain Malik,24,30,High School,9,17,Good
Ali Iqbal,28,22,High School,7,9,Average
Hassan Butt,22,26,Bachelor,5,15,Average
Sara Qureshi,38,5,Master,5,7,Excellent
Hassan Butt,46,25,Master,5,5,Average
Amna Qureshi,24,1,Master,9,18,Good
Amna Ashraf,36,12,PhD,9,12,Average
Amna Iqbal,50,18,Bachelor,7,14,Low
Usman Khan,53,0,Bachelor,4,12,Outstanding
Bilal Malik,47,31,Bachelor,9,0,Low
Bilal Butt,37,21,Bachelor,7,1,Excellent
Fatima Shah,46,28,PhD,4,12,Low
Hassan Butt,49,1,Bachelor,5,1,Average
Usman Khan,30,10,Master,9,10,Average
Ahmed Iqbal,22,16,Bachelor,6,12,Excellent
Ayesha Sheikh,50,7,High School,5,9,Excellent
Hassan Shah,43,21,High School,8,14,Good
Ahmed Qureshi,37,3,Bachelor,4,0,Average
Bilal Butt,28,10,Master,6,13,Poor
Ali Chaudhry,35,7,Bachelor,5,9,Good
Hassan Iqbal,50,8,Master,9,17,Average
Amna Chaudhry,40,25,Master,6,10,Good
Hassan Butt,40,1,Bachelor,7,6,Good
Amna Sheikh,23,15,Master,4,14,Average
Amna Khan,36,30,Bachelor,8,2,Good
Bilal Qureshi,24,5,Master,7,1,Good
Hassan Chaudhry,32,20,Master,6,7,Excellent
Bilal Chaudhry,51,25,PhD,5,7,Average
Fatima Qureshi,39,18,Bachelor,4,10,Good
Fatima Khan,23,27,Bachelor,9,15,Average
Usman Chaudhry,53,7,Bachelor,8,1,Poor
Usman Sheikh,29,13,Bachelor,5,4,Low
Fatima Ashraf,43,23,Master,8,6,Low
Zain Khan,27,25,PhD,9,19,Low
Fatima Shah,33,30,Bachelor,4,12,Poor
Ali Shah,57,31,Bachelor,6,1,Excellent
Fatima Ashraf,36,1,Bachelor,8,2,Average
Bilal Ashraf,49,24,Bachelor,4,8,Average
Usman Raza,39,1,Bachelor,8,9,Average
Sara Raza,23,0,Bachelor,5,12,Average
Ayesha Chaudhry,34,11,Master,8,12,Poor
Ali Malik,36,8,High School,5,4,Average
Ayesha Malik,41,27,Bachelor,5,6,Excellent
Fatima Sheikh,50,32,Master,4,16,Good
Usman Iqbal,50,21,Bachelor,7,14,Average
Fatima Khan,24,24,Master,9,4,Average
Hassan Shah,40,17,Master,8,6,Average
Zain Iqbal,24,5,Master,6,1,Average
Bilal Qureshi,35,17,Bachelor,5,17,Average
Usman Butt,25,15,Bachelor,7,9,Good
Zain Khan,32,14,Master,5,0,Low
Fatima Shah,52,7,Master,7,13,Good
Zain Shah,53,12,Bachelor,7,18,Average
Fatima Chaudhry,48,6,High School,6,15,Average
Ali Butt,51,16,High School,7,18,Average
Ali Raza,23,31,High School,6,5,Average
Fatima Butt,30,21,Bachelor,4,11,Average
Amna Ashraf,49,12,High School,5,2,Low
Ahmed Chaudhry,52,22,Bachelor,6,6,Average
Ayesha Ashraf,55,28,Master,9,2,Average
Bilal Raza,36,21,Bachelor,5,16,Poor
Hassan Malik,46,0,Master,9,14,Low
Amna Raza,57,28,Master,8,18,Average
Ayesha Qureshi,29,4,Bachelor,9,18,Low
Usman Qureshi,30,34,Master,4,10,Low
Zain Shah,58,9,Master,8,19,Average
Sara Chaudhry,53,18,Bachelor,8,1,Excellent
Ali Chaudhry,38,6,Bachelor,7,6,Good
Ali Chaudhry,56,34,Bachelor,9,18,Excellent
Fatima Qureshi,58,12,PhD,7,6,Average
Ali Chaudhry,40,9,Master,9,9,Average
Amna Butt,50,1,Bachelor,8,11,Good
Bilal Raza,28,5,Master,7,17,Average
Fatima Malik,49,7,Bachelor,5,5,Poor
Ayesha Iqbal,30,24,Bachelor,9,19,Average
Ayesha Shah,49,6,Master,9,7,Average
Amna Ashraf,27,22,Bachelor,7,4,Good
Sara Shah,50,18,Master,9,2,Average
Bilal Qureshi,38,21,Master,8,1,Low
Zain Iqbal,37,12,Master,7,5,Excellent
Hassan Iqbal,44,20,Bachelor,7,6,Average
Ahmed Khan,52,0,Master,6,7,Average
Amna Sheikh,24,18,PhD,6,3,Excellent
Zain Butt,42,32,High School,8,11,Poor
Sara Butt,47,3,Bachelor,5,11,Good
Ayesha Iqbal,57,2,Bachelor,9,16,Average
Zain Shah,58,26,Master,4,18,Good
Zain Khan,43,34,Master,9,8,Excellent
Amna Raza,33,27,High School,4,11,Average
Fatima Butt,34,5,Master,8,16,Poor
Ahmed Raza,32,5,Bachelor,5,9,Poor
Ahmed Qureshi,37,22,Master,5,18,Average
Bilal Shah,29,32,Bachelor,5,10,Good
Fatima Malik,23,15,Bachelor,6,19,Average
Sara Shah,51,23,Bachelor,8,12,Average
Ayesha Qureshi,51,4,Bachelor,4,3,Good
Ahmed Qureshi,33,12,Master,5,14,Low
Zain Raza,31,11,Bachelor,8,11,Good
Bilal Raza,32,4,High School,9,9,Average
Ali Sheikh,36,30,High School,4,6,Poor
Sara Khan,37,27,High School,6,1,Low
Sara Qureshi,38,27,Master,7,6,Outstanding
Hassan Butt,47,29,Master,4,7,Average
Amna Shah,23,17,High School,9,18,Average
Bilal Khan,33,26,Bachelor,4,5,Average
Sara Sheikh,47,34,High School,4,7,Good
Ayesha Sheikh,44,25,PhD,7,19,Average
Usman Qureshi,39,17,PhD,5,3,Good
Ayesha Iqbal,53,32,Master,9,19,Average
Ahmed Khan,59,24,PhD,7,8,Low
Hassan Khan,24,30,Master,4,4,Average
Usman Malik,59,1,Master,9,5,Low
Fatima Chaudhry,24,32,Bachelor,6,18,Excellent
Ayesha Malik,51,31,Bachelor,4,11,Poor
Bilal Ashraf,22,17,Bachelor,6,4,Good
Ali Shah,51,16,Bachelor,8,4,Average
Ahmed Raza,53,33,Master,6,17,Good
Ali Chaudhry,49,6,Bachelor,4,5,Poor
Amna Malik,42,34,Bachelor,7,8,Outstanding
Amna Chaudhry,34,29,Bachelor,4,10,Low
Amna Qureshi,48,11,Bachelor,4,13,Good
Hassan Malik,57,34,Bachelor,8,1,Average
Sara Chaudhry,28,10,PhD,5,13,Average
Ali Ashraf,43,3,Master,4,18,Average
Fatima Chaudhry,31,24,Master,8,9,Good
Bilal Raza,36,31,Bachelor,7,4,Low
Bilal Raza,36,19,Bachelor,8,3,Good
Ahmed Malik,25,30,Bachelor,8,6,Average
Ahmed Raza,53,3,Master,6,12,Outstanding
Ayesha Butt,44,0,Bachelor,5,9,Average
Bilal Qureshi,27,2,High School,5,9,Low
Zain Khan,45,21,Master,9,3,Average
Hassan Iqbal,41,16,Bachelor,7,15,Poor
Fatima Malik,58,13,Bachelor,9,14,Average
Fatima Iqbal,41,34,High School,8,10,Average
Bilal Butt,33,12,High School,7,18,Excellent
Sara Qureshi,54,34,Bachelor,7,2,Good
Ahmed Ashraf,49,1,High School,5,14,Poor
Hassan Ashraf,29,12,Master,5,15,Average
Ayesha Khan,22,15,Master,5,13,Low
Zain Khan,58,17,Bachelor,4,4,Average
Usman Raza,43,6,Master,8,16,Poor
Ayesha Iqbal,27,29,Bachelor,7,17,Good
Bilal Qureshi,42,6,Bachelor,8,18,Outstanding
Fatima Malik,53,14,Bachelor,7,0,Low
Amna Raza,56,18,Master,7,8,Average
Hassan Shah,36,1,Bachelor,9,13,Low
Usman Shah,26,12,Master,7,19,Excellent
Ayesha Qureshi,27,30,Master,7,19,Poor
Ali Raza,46,15,Bachelor,6,10,Average
Ayesha Raza,50,5,Master,6,1,Excellent
Ahmed Butt,28,27,PhD,9,19,Low
Fatima Shah,34,31,Bachelor,4,4,Average
Usman Qureshi,59,9,Bachelor,5,14,Poor
Ali Butt,39,17,Master,7,11,Good
Hassan Shah,23,3,Master,8,13,Average
Fatima Shah,29,8,Bachelor,6,10,Outstanding
Ali Sheikh,32,6,Bachelor,5,8,Excellent
Ayesha Iqbal,54,7,Bachelor,4,19,Good
Ali Ashraf,59,6,Bachelor,5,7,Average
Bilal Chaudhry,48,2,Bachelor,7,11,Good
Amna Ashraf,41,16,PhD,5,2,Low
Hassan Khan,33,1,Master,7,14,Average
Usman Sheikh,52,14,Bachelor,9,7,Poor
Hassan Sheikh,48,28,Master,6,6,Average
Usman Shah,53,21,Master,6,16,Good
Sara Qureshi,31,3,High School,7,11,Excellent
Fatima Chaudhry,24,5,Bachelor,8,19,Good
Ali Malik,48,25,Bachelor,6,17,Good
Ahmed Raza,56,10,Master,8,17,Excellent
Amna Sheikh,52,25,High School,7,14,Excellent
Zain Shah,36,16,PhD,9,2,Average
Fatima Butt,37,23,Bachelor,7,18,Low
Hassan Sheikh,34,27,Bachelor,9,14,Average
Ayesha Sheikh,56,34,Bachelor,6,15,Average
Zain Ashraf,32,30,Bachelor,8,16,Average
Ayesha Raza,42,12,Master,7,0,Outstanding
Ali Shah,32,34,PhD,6,10,Excellent
Fatima Sheikh,51,15,Bachelor,9,5,Average
Bilal Shah,56,14,PhD,7,8,Low
Zain Raza,43,17,Master,9,19,Low
Usman Khan,59,26,Bachelor,5,15,Low
Amna Chaudhry,52,34,Master,9,5,Average
Sara Malik,35,34,Bachelor,5,11,Excellent
Hassan Raza,45,27,Bachelor,6,18,Average
Ayesha Sheikh,53,8,High School,7,12,Average
Usman Shah,57,11,Master,6,12,Low
Zain Shah,53,14,High School,4,3,Average
Zain Qureshi,36,20,Master,9,8,Excellent
Ahmed Malik,56,34,Master,6,13,Good
Fatima Sheikh,24,32,Bachelor,6,13,Poor
Zain Malik,37,18,Bachelor,5,16,Excellent
Usman Iqbal,26,22,Bachelor,9,4,Average
Bilal Butt,42,12,Bachelor,5,18,Good
Hassan Malik,31,0,Bachelor,7,1,Low
Sara Raza,40,28,Bachelor,6,12,Good
Sara Qureshi,46,23,Bachelor,9,10,Poor
Ayesha Butt,25,15,High School,6,1,Average
Bilal Sheikh,50,24,High School,7,0,Average
Bilal Raza,40,22,High School,8,2,Low
Zain Raza,23,27,Master,7,11,Excellent
Ayesha Raza,31,15,PhD,5,6,Poor
Bilal Sheikh,46,10,Bachelor,5,0,Excellent
Bilal Sheikh,41,2,Bachelor,6,8,Average
Usman Qureshi,40,14,High School,5,17,Good
Ayesha Raza,44,0,Bachelor,9,19,Good
Zain Butt,45,6,High School,7,5,Low
Sara Ashraf,32,0,Master,6,8,Average
Zain Butt,55,31,PhD,7,7,Average
Ali Khan,49,8,Bachelor,7,17,Good
Hassan Sheikh,26,28,Master,6,14,Outstanding
Fatima Shah,26,25,High School,8,0,Poor
Sara Shah,42,22,Bachelor,5,13,Average
Bilal Chaudhry,33,28,High School,4,17,Good
Ayesha Malik,25,32,Bachelor,4,18,Average
Ali Iqbal,41,6,Bachelor,4,18,Excellent
Usman Khan,59,11,Bachelor,5,9,Poor
Fatima Raza,46,30,Bachelor,8,19,Average
Hassan Ashraf,35,31,Bachelor,7,5,Good
Zain Chaudhry,32,19,Master,6,16,Low
Usman Khan,53,16,PhD,8,13,Good
Ayesha Iqbal,32,2,Bachelor,4,12,Poor
Zain Shah,39,0,Bachelor,9,7,Average
Ayesha Shah,48,26,Bachelor,5,9,Good
Fatima Sheikh,39,32,Master,5,8,Average
Amna Khan,44,19,Bachelor,6,4,Poor
Zain Sheikh,32,13,Bachelor,9,3,Outstanding
Ayesha Sheikh,42,4,High School,7,5,Excellent
Amna Butt,26,22,Bachelor,8,5,Excellent
Fatima Butt,44,14,Bachelor,9,12,Outstanding
Ahmed Malik,46,5,PhD,8,3,Low
Fatima Iqbal,31,32,Master,8,7,Low
Bilal Sheikh,43,18,High School,7,4,Poor
Ayesha Malik,40,12,Bachelor,7,1,Excellent
Fatima Khan,22,28,Bachelor,7,8,Good
Ahmed Butt,28,5,Bachelor,6,10,Average
Ayesha Ashraf,25,14,Master,5,19,Excellent
Bilal Qureshi,22,15,Bachelor,4,19,Average
Ayesha Chaudhry,36,23,Bachelor,7,10,Low
Ayesha Iqbal,33,22,Bachelor,5,6,Low
Fatima Shah,43,9,Master,7,13,Low
Ahmed Ashraf,43,16,Master,4,5,Average
Hassan Sheikh,38,29,Bachelor,9,3,Average
Amna Butt,50,9,Bachelor,7,5,Good
Usman Raza,35,18,Bachelor,5,2,Low
Ahmed Khan,41,28,PhD,6,5,Good
Sara Sheikh,54,1,Bachelor,9,2,Average
Usman Butt,36,18,Bachelor,9,0,Outstanding
Ayesha Sheikh,33,6,Bachelor,9,17,Good
Hassan Shah,41,25,Master,4,3,Outstanding
Ali Butt,51,14,Bachelor,5,5,Average
Usman Butt,59,2,Bachelor,8,16,Low
Fatima Iqbal,24,15,Bachelor,8,17,Average
Hassan Butt,49,1,Master,8,5,Low
Hassan Malik,47,30,Master,6,1,Average
Ahmed Malik,51,27,Master,7,11,Average
Fatima Malik,34,6,Bachelor,7,11,Average
Sara Qureshi,34,29,High School,7,3,Excellent
Ahmed Sheikh,23,6,PhD,6,15,Average
Amna Qureshi,58,28,Bachelor,8,19,Outstanding
Zain Chaudhry,59,23,Master,9,9,Low
Sara Chaudhry,23,3,Master,7,9,Low
Usman Iqbal,57,28,Bachelor,9,6,Average
Zain Sheikh,47,4,Bachelor,9,13,Good
Bilal Malik,32,28,Master,6,6,Good
Sara Butt,29,29,Master,6,11,Good
Ali Ashraf,43,28,Bachelor,5,10,Average
Usman Qureshi,41,25,Bachelor,7,16,Poor
Ali Shah,29,18,High School,8,10,Low
Fatima Chaudhry,50,25,High School,4,2,Average
Ali Ashraf,47,26,Bachelor,6,18,Outstanding
Ahmed Khan,51,29,Bachelor,9,3,Excellent
Ali Butt,38,29,PhD,5,7,Low
Hassan Butt,41,2,Master,4,13,Good
Ayesha Chaudhry,37,6,Master,6,19,Average
Usman Ashraf,28,8,Bachelor,5,13,Poor
Usman Chaudhry,37,12,Bachelor,9,15,Average
Hassan Ashraf,48,14,PhD,7,14,Average
Zain Sheikh,44,4,Bachelor,5,11,Good
Sara Khan,45,28,High School,6,15,Average
Ayesha Ashraf,30,34,Bachelor,7,19,Excellent
Usman Malik,56,26,Master,9,18,Average
Amna Chaudhry,41,26,Master,8,4,Low
Bilal Malik,58,7,High School,5,11,Average
Bilal Qureshi,38,31,Master,4,4,Good
Ahmed Raza,52,19,Bachelor,9,9,Average
Bilal Malik,29,9,High School,7,16,Good
Usman Raza,36,12,Master,9,14,Average
Ahmed Shah,52,28,Master,7,7,Average
Bilal Qureshi,51,34,Bachelor,9,7,Average
Ahmed Malik,41,7,Bachelor,8,7,Low
Ayesha Butt,33,28,Master,5,9,Good
Bilal Qureshi,38,30,Master,4,19,Average
Zain Sheikh,51,29,Master,8,12,Average
Fatima Malik,50,21,Bachelor,5,15,Average
Fatima Iqbal,40,20,PhD,4,8,Average
Sara Butt,32,11,PhD,9,15,Good
Hassan Shah,55,10,High School,4,9,Good
Hassan Qureshi,28,1,Master,6,2,Good
Zain Chaudhry,55,1,Bachelor,4,13,Average
Bilal Malik,41,33,Bachelor,5,12,Average
Bilal Ashraf,59,2,Master,8,3,Good
Zain Sheikh,45,15,High School,8,3,Poor
Bilal Shah,31,3,Bachelor,6,5,Good
Ali Khan,53,22,Master,5,18,Good
Amna Ashraf,36,19,Bachelor,4,10,Good
Hassan Raza,58,24,Bachelor,6,7,Poor
Ahmed Butt,41,29,PhD,9,13,Outstanding
Amna Iqbal,24,17,Bachelor,7,7,Good
Ali Qureshi,58,10,Bachelor,9,13,Good
Hassan Shah,29,28,Bachelor,5,6,Poor
Ali Butt,44,16,Bachelor,6,17,Average
Ayesha Sheikh,32,25,Master,8,11,Poor
Ahmed Qureshi,29,22,Master,6,13,Average
Sara Iqbal,50,19,Bachelor,7,14,Average
Bilal Qureshi,51,1,Master,5,17,Excellent
Zain Khan,31,23,Bachelor,6,11,Average
Amna Malik,49,30,Bachelor,9,9,Average
Usman Iqbal,57,26,Master,4,11,Low
Ali Iqbal,34,1,Master,9,7,Average
Bilal Shah,53,13,Bachelor,5,5,Excellent
Ali Butt,57,3,High School,6,18,Good
Zain Qureshi,58,12,Bachelor,9,0,Average
Fatima Qureshi,47,34,Bachelor,6,12,Average
Zain Malik,43,7,Bachelor,9,15,Average
Amna Khan,25,1,Master,5,17,Low
Ali Butt,52,5,High School,8,11,Average
Ahmed Sheikh,39,30,Master,9,4,Low
Bilal Khan,59,9,Bachelor,4,12,Good
Ali Shah,45,20,Bachelor,9,7,Poor
Ayesha Ashraf,44,9,Bachelor,5,5,Low
Zain Butt,43,22,Bachelor,9,2,Good
Hassan Chaudhry,23,2,Master,4,19,Excellent
Ayesha Ashraf,52,31,High School,4,3,Outstanding
Ahmed Raza,32,19,Bachelor,5,11,Good
Ahmed Malik,49,9,Master,6,12,Low
Zain Qureshi,53,28,Master,9,1,Average
Ali Shah,26,33,Bachelor,8,18,Excellent
Amna Khan,59,19,Bachelor,4,3,Excellent
Usman Shah,31,7,Master,4,12,Average
Ali Khan,45,6,PhD,9,18,Average
Ahmed Butt,56,5,Master,6,7,Low
Hassan Shah,44,10,Bachelor,9,7,Excellent
Zain Butt,38,17,PhD,5,15,Low
Ayesha Chaudhry,22,28,High School,8,10,Good
Zain Ashraf,52,24,High School,9,17,Outstanding
Bilal Qureshi,52,20,Master,4,3,Good
Ali Sheikh,55,2,Bachelor,4,0,Average
Ahmed Khan,30,17,High School,5,0,Average
Sara Malik,43,23,Bachelor,6,13,Poor
Usman Raza,34,9,Bachelor,9,3,Good
Usman Raza,46,26,Master,7,10,Average
Hassan Sheikh,39,11,Master,6,17,Low
Sara Shah,33,6,Bachelor,4,15,Low
Amna Raza,38,16,Bachelor,9,16,Poor
Ali Qureshi,36,0,PhD,4,1,Outstanding
Hassan Sheikh,36,25,Master,8,3,Good
Hassan Shah,36,14,Bachelor,6,2,Average
Usman Malik,34,32,PhD,7,14,Excellent
Ahmed Sheikh,38,30,Master,8,1,Good
Hassan Butt,53,34,High School,7,18,Good
Hassan Khan,30,0,High School,8,8,Good
Hassan Chaudhry,41,7,Bachelor,6,9,Good
Sara Raza,47,11,Master,4,18,Low
Ayesha Chaudhry,48,18,Bachelor,7,4,Average
Bilal Khan,42,24,Bachelor,6,13,Good
Fatima Khan,39,31,High School,7,9,Poor
Ali Shah,34,11,PhD,6,15,Low
Bilal Butt,37,12,Bachelor,8,5,Low
Zain Chaudhry,30,27,PhD,6,7,Average
Amna Qureshi,33,0,PhD,8,1,Low
Usman Butt,59,5,High School,4,17,Average
Bilal Butt,40,7,Bachelor,8,19,Average
Amna Chaudhry,28,3,High School,5,7,Low
Zain Butt,56,4,PhD,4,4,Excellent
Sara Khan,39,24,Bachelor,9,16,Good
Amna Khan,37,21,High School,9,15,Low
Bilal Chaudhry,25,27,High School,6,4,Average
Fatima Iqbal,46,22,Bachelor,6,16,Good
Ali Qureshi,53,3,PhD,5,3,Good
Bilal Butt,34,3,Master,6,0,Low
Ali Butt,38,20,Master,4,5,Excellent
Zain Ashraf,58,1,Bachelor,4,0,Good
Hassan Shah,27,6,High School,8,3,Excellent
Usman Sheikh,40,15,PhD,7,1,Low
Ayesha Raza,34,16,High School,6,12,Low
Hassan Ashraf,47,19,PhD,5,13,Average
Hassan Raza,35,22,Bachelor,9,16,Poor
Amna Raza,52,33,High School,4,10,Poor
Zain Ashraf,25,10,Master,4,2,Low
Zain Butt,29,33,PhD,4,6,Good
Ahmed Qureshi,46,32,PhD,7,9,Poor
Bilal Shah,34,25,Bachelor,7,10,Poor
Fatima Butt,53,1,Bachelor,6,9,Excellent
Ahmed Chaudhry,59,22,Bachelor,9,7,Poor
Sara Qureshi,59,21,Master,5,4,Average
Ali Butt,49,33,Master,7,1,Average
Ahmed Sheikh,51,14,Bachelor,8,14,Outstanding
Sara Sheikh,24,9,PhD,7,15,Excellent
Zain Butt,49,14,Master,4,3,Average
Ali Shah,24,28,Master,5,15,Excellent
Hassan Qureshi,55,22,Bachelor,6,11,Average
Sara Raza,37,16,Bachelor,7,13,Good
Amna Khan,43,8,PhD,4,11,Average
Usman Ashraf,53,8,Bachelor,8,15,Average
Ayesha Ashraf,59,15,Master,8,15,Average
Ahmed Sheikh,29,32,PhD,6,11,Average
Amna Khan,29,30,Master,6,1,Good
Ali Ashraf,27,5,Bachelor,7,13,Low
Bilal Malik,35,9,High School,6,10,Average
Zain Raza,53,15,High School,9,8,Good
Ali Iqbal,56,3,Bachelor,9,6,Low
Sara Butt,31,21,Bachelor,4,11,Average
Ayesha Ashraf,24,12,Bachelor,4,16,Good
Fatima Khan,33,15,Bachelor,4,8,Excellent
Amna Qureshi,52,28,Bachelor,9,5,Poor
Ahmed Iqbal,50,5,Bachelor,7,11,Average
Zain Malik,26,25,High School,7,19,Poor
Usman Butt,46,10,High School,6,9,Average
Hassan Malik,52,23,Master,7,8,Low
Ali Chaudhry,42,28,Bachelor,4,11,Average
Zain Malik,41,2,Bachelor,5,0,Good
Amna Khan,43,9,Master,4,1,Low
Amna Malik,25,0,Master,9,18,Good
Ahmed Malik,34,25,Bachelor,5,0,Average
Sara Ashraf,41,11,Master,6,15,Average
Ahmed Qureshi,34,13,PhD,8,15,Average
Hassan Iqbal,38,24,Master,7,17,Average
Hassan Malik,57,7,Bachelor,7,17,Low
Ahmed Ashraf,54,3,Master,9,12,Good
Fatima Sheikh,22,27,Bachelor,4,11,Good
Ali Raza,36,6,Bachelor,4,8,Good
Hassan Shah,34,9,PhD,5,4,Average
Usman Raza,38,1,Bachelor,7,8,Low
Hassan Ashraf,45,25,PhD,9,12,Good
Ayesha Iqbal,29,13,Bachelor,6,15,Average
Ahmed Malik,48,15,PhD,4,9,Good
Ayesha Ashraf,44,16,Bachelor,7,15,Good
Bilal Ashraf,29,21,High School,8,13,Good
Sara Sheikh,29,3,Bachelor,9,1,Average
Amna Shah,47,18,Bachelor,5,18,Excellent
Sara Sheikh,34,1,High School,4,10,Good
Bilal Shah,58,8,Master,4,18,Average
Bilal Butt,49,18,Bachelor,6,10,Good
Amna Ashraf,46,15,Master,4,13,Poor
Usman Butt,37,24,Bachelor,9,14,Average
Ahmed Khan,23,17,Bachelor,7,6,Excellent
Amna Malik,39,22,PhD,7,14,Low
Ali Ashraf,38,20,Bachelor,7,7,Average
Fatima Shah,51,10,Master,8,3,Average
Ahmed Shah,34,3,Master,8,17,Average
Usman Shah,53,24,Bachelor,4,13,Average
Usman Sheikh,50,31,PhD,8,17,Outstanding
Zain Khan,51,29,Master,8,3,Average
Amna Qureshi,39,25,Bachelor,6,1,Good
Bilal Shah,34,33,Master,8,5,Good
Amna Qureshi,42,8,Bachelor,5,10,Average
Fatima Ashraf,51,11,Bachelor,5,0,Poor
Usman Qureshi,42,1,PhD,5,14,Average
Amna Chaudhry,38,4,Master,4,11,Outstanding
Ahmed Shah,40,4,Master,7,17,Average
Hassan Raza,36,21,Master,6,4,Average
Amna Chaudhry,30,4,Master,4,10,Outstanding
Zain Butt,31,3,PhD,7,18,Good
Fatima Shah,52,8,Bachelor,6,0,Good
Sara Qureshi,44,28,Bachelor,6,16,Outstanding
Ali Khan,51,21,Bachelor,6,7,Low
Amna Ashraf,54,26,Master,5,15,Good
Bilal Sheikh,30,9,Bachelor,5,10,Average
Amna Iqbal,22,15,High School,5,18,Average
Ayesha Raza,56,9,Bachelor,6,10,Average
Ali Iqbal,32,5,PhD,9,14,Poor
Amna Qureshi,55,4,Master,6,7,Average
Amna Ashraf,37,5,Bachelor,5,13,Low
Ahmed Khan,30,24,Bachelor,6,0,Low
Usman Iqbal,53,3,Bachelor,5,9,Average
Zain Qureshi,36,31,Bachelor,5,6,Good
Sara Qureshi,33,34,High School,5,17,Low
Bilal Iqbal,54,9,PhD,9,11,Average
Ali Khan,35,33,PhD,7,1,Good
Fatima Qureshi,29,5,Bachelor,6,17,Low
Amna Ashraf,29,15,High School,4,6,Excellent
Ali Khan,48,18,Bachelor,5,19,Excellent
Ali Butt,33,33,Bachelor,9,11,Average
Ayesha Chaudhry,22,24,Bachelor,4,19,Outstanding
Usman Butt,32,30,Bachelor,7,13,Good
Fatima Raza,52,16,Bachelor,6,9,Average
Zain Chaudhry,38,29,Master,9,8,Good
